Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,0, 252, 230, 91.2698, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,1, 433, 431, 99.5381, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,2, 485, 456, 94.0206, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,3, 740, 715, 96.6216, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,4, 1000, 975, 97.5, 19, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,5, 1000, 999, 99.9, 8, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,6, 1000, 995, 99.5, 17, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,7, 974, 821, 84.2916, 7, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,8, 844, 751, 88.981, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,9, 1000, 1000, 100, 12, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,10, 979, 886, 90.5005, 7, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,11, 920, 824, 89.5652, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,12, 992, 823, 82.9637, 7, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,13, 601, 569, 94.6755, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,14, 627, 604, 96.3317, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,15, 286, 257, 89.8601, 4, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,16, 635, 224, 35.2756, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,17, 661, 580, 87.7458, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,18, 611, 347, 56.7921, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,19, 373, 283, 75.8713, 4, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,20, 200, 178, 89, 4, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,21, 792, 629, 79.4192, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,22, 587, 0, 0, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,23, 519, 439, 84.5857, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,24, 907, 895, 98.677, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,25, 1000, 856, 85.6, 7, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,26, 938, 736, 78.4648, 6, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,27, 715, 639, 89.3706, 5, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,28, 979, 688, 70.2758, 7, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,29, 1000, 1000, 100, 16, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,30, 1000, 998, 99.8, 17, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,31, 1000, 961, 96.1, 19, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,32, 1000, 137, 13.7, 16, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,33, 1000, 768, 76.8, 11, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,34, 1000, 886, 88.6, 8, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,35, 1000, 787, 78.7, 12, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,36, 998, 721, 72.2445, 7, Chosen setting
../Data/Wall_Indents_Bottom_Images/Wall_Indents_Bottom_Images_Video.avi,37, 1000, 801, 80.1, 9, Chosen setting
