Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 251, 220, 87.6494, 7, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 239, 201, 84.1004, 6, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 259, 202, 77.9923, 5, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 183, 135, 73.7705, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 168, 118, 70.2381, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 188, 132, 70.2128, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 168, 101, 60.119, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 175, 131, 74.8571, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 434, 367, 84.5622, 5, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 226, 177, 78.3186, 5, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 165, 125, 75.7576, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 151, 96, 63.5762, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 120, 81, 67.5, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 138, 86, 62.3188, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 267, 186, 69.6629, 5, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 114, 54, 47.3684, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,16, 197, 130, 65.9898, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,17, 176, 112, 63.6364, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,18, 17, 4, 23.5294, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,19, 46, 1, 2.17391, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,20, 760, 73, 9.60526, 6, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,21, 788, 326, 41.3706, 6, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,22, 245, 204, 83.2653, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,23, 537, 397, 73.9292, 5, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,24, 288, 262, 90.9722, 4, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,25, 428, 384, 89.7196, 5, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,26, 473, 437, 92.389, 5, Chosen setting
