Video, Frame ID, matches, match percent, time_ms, setting 
../Data/Video_Data/Tank_With_Pipe_2.mkv, 0, -1, -1, -1, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 1, 144, 66.6667, 3, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 2, 150, 55.9701, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 3, 151, 57.8544, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 4, 154, 60.3922, 3, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 5, 158, 59.8485, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 6, 158, 63.4538, 1, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 7, 145, 60.166, 1, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 8, 147, 60.4938, 3, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 9, 151, 62.9167, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 10, 143, 60.084, 1, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 11, 140, 58.5774, 1, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 12, 154, 61.6, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 13, 144, 57.8313, 1, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 14, 142, 58.6777, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 15, 144, 56.4706, 3, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 16, 144, 59.2593, 3, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 17, 146, 62.1277, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 18, 155, 63.786, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 19, 156, 56.5217, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 20, 140, 53.6398, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 21, 134, 55.144, 2, Chosen setting
../Data/Video_Data/Tank_With_Pipe_2.mkv, 22, 142, 59.9156, 1, Chosen setting
