Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,0, 279, 278, 99.6416, 153, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,1, 668, 661, 98.9521, 152, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,2, 563, 495, 87.9218, 159, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,3, 652, 625, 95.8589, 155, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,4, 241, 228, 94.6058, 157, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,5, 222, 189, 85.1351, 156, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,6, 1655, 1648, 99.577, 163, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,7, 8135, 8090, 99.4468, 163, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,8, 6088, 5997, 98.5053, 166, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,9, 1710, 1685, 98.538, 162, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,10, 3126, 3118, 99.7441, 161, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,11, 6057, 5881, 97.0943, 165, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,12, 3786, 3696, 97.6228, 161, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,13, 753, 729, 96.8127, 157, Chosen setting
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,14, 851, 695, 81.6686, 156, Chosen setting
