Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,0, 4, 2, 50, 205, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,1, 16, 16, 100, 191, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,2, 92, 92, 100, 192, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,3, 103, 100, 97.0874, 183, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,4, 247, 247, 100, 201, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,5, 197, 196, 99.4924, 204, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,6, 368, 367, 99.7283, 188, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,7, 606, 570, 94.0594, 191, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,8, 731, 681, 93.1601, 192, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,9, 227, 170, 74.8899, 197, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,10, 420, 388, 92.381, 195, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,11, 304, 274, 90.1316, 203, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,12, 361, 318, 88.0886, 193, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,13, 118, 66, 55.9322, 194, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,14, 106, 77, 72.6415, 197, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,15, 21, 21, 100, 190, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,16, 20, 19, 95, 198, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,17, 21, 20, 95.2381, 193, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,18, 8, 6, 75, 190, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,19, 58, 36, 62.069, 190, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,20, 76, 67, 88.1579, 189, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,21, 193, 188, 97.4093, 190, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,22, 483, 483, 100, 192, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,23, 1721, 1693, 98.373, 203, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,24, 997, 941, 94.3831, 197, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,25, 652, 638, 97.8528, 188, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,26, 1184, 1169, 98.7331, 190, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,27, 942, 821, 87.155, 189, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,28, 521, 515, 98.8484, 191, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,29, 915, 913, 99.7814, 183, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,30, 559, 546, 97.6744, 183, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,31, 494, 494, 100, 207, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,32, 174, 157, 90.2299, 186, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,33, 197, 178, 90.3553, 200, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,34, 191, 181, 94.7644, 181, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,35, 139, 120, 86.3309, 172, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,36, 370, 340, 91.8919, 163, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,37, 319, 275, 86.2069, 179, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,38, 276, 270, 97.8261, 176, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,39, 86, 70, 81.3953, 173, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,40, 58, 37, 63.7931, 155, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,41, 42, 25, 59.5238, 156, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,42, 38, 33, 86.8421, 156, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,43, 54, 18, 33.3333, 167, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,44, 1481, 747, 50.4389, 162, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,45, 865, 463, 53.526, 153, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,46, 577, 272, 47.1404, 153, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,47, 398, 230, 57.7889, 151, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,48, 255, 205, 80.3922, 151, Chosen setting
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,49, 514, 463, 90.0778, 150, Chosen setting
