Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,0, 4183, 55, 1.31485, 155, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,1, 3787, 29, 0.765778, 153, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,2, 4379, 36, 0.822106, 157, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,3, 4979, 45, 0.903796, 164, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,4, 3930, 57, 1.45038, 161, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,5, 3144, 60, 1.9084, 152, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,6, 1010, 79, 7.82178, 161, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,7, 1789, 139, 7.7697, 161, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,8, 2390, 151, 6.31799, 152, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,9, 792, 94, 11.8687, 159, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,10, 515, 266, 51.6505, 153, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,11, 1063, 356, 33.4901, 157, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,12, 771, 327, 42.4125, 159, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,13, 468, 237, 50.641, 157, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,14, 285, 223, 78.2456, 147, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,15, 309, 251, 81.2298, 153, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,16, 182, 165, 90.6593, 151, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,17, 129, 119, 92.2481, 159, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,18, 99, 96, 96.9697, 147, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,19, 67, 67, 100, 155, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,20, 36, 32, 88.8889, 148, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,21, 57, 56, 98.2456, 159, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,22, 24, 20, 83.3333, 152, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,23, 22, 22, 100, 154, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,24, 84, 84, 100, 147, Chosen setting
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,25, 86, 85, 98.8372, 154, Chosen setting
