Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,0, 2, 0, 0, 155, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,1, 7, 3, 42.8571, 151, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,2, 74, 73, 98.6486, 152, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,3, 71, 69, 97.1831, 151, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,4, 204, 204, 100, 155, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,5, 160, 159, 99.375, 153, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,6, 181, 181, 100, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,7, 321, 300, 93.4579, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,8, 569, 529, 92.9701, 158, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,9, 196, 137, 69.898, 148, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,10, 325, 287, 88.3077, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,11, 383, 350, 91.3838, 150, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,12, 286, 208, 72.7273, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,13, 126, 75, 59.5238, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,14, 111, 83, 74.7748, 159, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,15, 26, 25, 96.1538, 152, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,16, 25, 25, 100, 152, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,17, 13, 12, 92.3077, 155, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,18, 8, 4, 50, 150, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,19, 106, 83, 78.3019, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,20, 147, 142, 96.5986, 152, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,21, 374, 363, 97.0588, 159, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,22, 556, 555, 99.8201, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,23, 1557, 1526, 98.009, 159, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,24, 768, 710, 92.4479, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,25, 639, 624, 97.6526, 155, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,26, 1462, 1439, 98.4268, 159, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,27, 845, 775, 91.716, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,28, 389, 379, 97.4293, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,29, 871, 866, 99.4259, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,30, 542, 531, 97.9705, 158, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,31, 582, 582, 100, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,32, 182, 155, 85.1648, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,33, 174, 158, 90.8046, 150, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,34, 292, 287, 98.2877, 151, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,35, 172, 156, 90.6977, 160, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,36, 354, 325, 91.8079, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,37, 265, 238, 89.8113, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,38, 284, 282, 99.2958, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,39, 87, 82, 94.2529, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,40, 51, 31, 60.7843, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,41, 31, 19, 61.2903, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,42, 38, 35, 92.1053, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,43, 46, 18, 39.1304, 160, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,44, 1339, 710, 53.0246, 167, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,45, 917, 448, 48.855, 156, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,46, 597, 286, 47.9062, 157, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,47, 389, 201, 51.671, 154, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,48, 212, 154, 72.6415, 151, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,49, 143, 107, 74.8252, 161, Chosen setting
