Video, Frame ID, matches, match percent, layers, contradt threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Tank_With_Pipe.mkv, 0, -1, -1, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 1, 23, 50, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 2, 21, 51.2195, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 3, 21, 70, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 4, 21, 44.6809, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 5, 20, 46.5116, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 6, 22, 62.8571, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 7, 20, 58.8235, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 8, 14, 41.1765, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 9, 15, 65.2174, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 10, 12, 38.7097, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 11, 15, 68.1818, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 12, 19, 41.3043, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 13, 14, 38.8889, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 14, 16, 53.3333, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 15, 17, 44.7368, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 16, 17, 48.5714, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 17, 21, 46.6667, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 18, 19, 48.7179, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 19, 17, 50, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 20, 18, 69.2308, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 21, 21, 40.3846, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 22, 19, 51.3514, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 23, 19, 46.3415, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 24, 19, 61.2903, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 25, 16, 50, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 26, 18, 42.8571, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 27, 18, 56.25, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 28, 20, 52.6316, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 29, 24, 57.1429, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 30, 24, 52.1739, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 31, 26, 61.9048, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 32, 25, 58.1395, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 33, 21, 41.1765, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 34, 19, 48.7179, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 35, 20, 51.2821, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 36, 16, 51.6129, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 37, 16, 51.6129, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 38, 22, 47.8261, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 39, 23, 63.8889, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 40, 16, 45.7143, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 41, 20, 57.1429, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 42, 20, 51.2821, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 43, 25, 51.0204, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 44, 20, 50, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 45, 18, 46.1538, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 46, 21, 46.6667, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 47, 15, 40.5405, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 48, 21, 55.2632, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 49, 20, 62.5, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 50, 22, 52.381, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 51, 17, 48.5714, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 52, 22, 73.3333, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 53, 24, 53.3333, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 54, 20, 44.4444, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 55, 19, 54.2857, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 56, 22, 61.1111, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 57, 20, 35.0877, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 58, 17, 43.5897, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 59, 17, 35.4167, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 60, 10, 25.641, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 61, 9, 45, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 62, 9, 69.2308, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 63, 8, 80, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 64, 2, 18.1818, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 65, 2, 100, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 66, 2, 40, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 67, 2, 100, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 68, 3, 100, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 69, 2, 50, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 70, 3, 100, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 71, 2, 66.6667, 3, 0.06, 10, 1.6, 0
../Data/Video_Data/Tank_With_Pipe.mkv, 72, 4, 100, 3, 0.06, 10, 1.6, 0
