Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), threshold
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 35629, 3470, 9.73926, 434, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 35647, 3454, 9.68945, 436, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 35483, 3736, 10.529, 437, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 35895, 5489, 15.2918, 441, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 35742, 5532, 15.4776, 431, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 35531, 6854, 19.2902, 428, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 34935, 6965, 19.937, 422, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 35840, 7202, 20.0949, 418, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 36226, 7518, 20.7531, 421, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 35627, 7495, 21.0374, 421, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 35117, 7248, 20.6396, 422, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 35377, 7296, 20.6236, 431, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 34595, 6486, 18.7484, 413, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 34250, 4173, 12.1839, 428, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 36760, 4412, 12.0022, 422, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 34779, 3977, 11.4351, 428, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,16, 35591, 3755, 10.5504, 437, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,17, 35418, 3676, 10.3789, 414, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,18, 33560, 484, 1.44219, 425, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,19, 34979, 22, 0.0628949, 431, 0.000000
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,20, 38046, 963, 2.53115, 430, 0.000000
