Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,0, 482, 227, 47.0954, 334, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,1, 450, 187, 41.5556, 337, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,2, 529, 252, 47.6371, 338, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,3, 550, 282, 51.2727, 339, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,4, 563, 335, 59.5027, 345, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,5, 793, 581, 73.2661, 341, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,6, 925, 699, 75.5676, 344, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,7, 1040, 779, 74.9038, 348, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,8, 770, 530, 68.8312, 342, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,9, 569, 348, 61.1599, 345, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,10, 815, 532, 65.2761, 340, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,11, 604, 355, 58.7748, 331, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,12, 609, 341, 55.9934, 342, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,13, 212, 24, 11.3208, 335, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,14, 387, 1, 0.258398, 337, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,15, 4930, 61, 1.23732, 345, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,16, 4066, 312, 7.67339, 345, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,17, 2127, 917, 43.1124, 341, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,18, 1391, 662, 47.5917, 333, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,19, 1057, 867, 82.0246, 344, DIFF_PM_G1
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,20, 1266, 1078, 85.1501, 345, DIFF_PM_G1
