Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octave_layers
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 190, 96, 50.5263, 124, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 181, 102, 56.3536, 104, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 204, 105, 51.4706, 111, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 221, 130, 58.8235, 129, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 231, 124, 53.6797, 104, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 256, 172, 67.1875, 125, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 244, 166, 68.0328, 108, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 304, 226, 74.3421, 124, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 416, 312, 75, 127, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 372, 280, 75.2688, 128, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 301, 226, 75.0831, 104, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 288, 202, 70.1389, 128, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 166, 123, 74.0964, 130, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 150, 105, 70, 103, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 289, 191, 66.09, 129, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 141, 87, 61.7021, 106, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,16, 223, 131, 58.7444, 107, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,17, 196, 126, 64.2857, 130, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,18, 29, 5, 17.2414, 87, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,19, 84, 1, 1.19048, 122, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,20, 1813, 60, 3.30943, 127, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,21, 1471, 291, 19.7825, 106, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,22, 308, 196, 63.6364, 103, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,23, 720, 397, 55.1389, 128, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,24, 272, 225, 82.7206, 88, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,25, 418, 358, 85.6459, 111, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,26, 511, 463, 90.6067, 131, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,27, 627, 492, 78.4689, 107, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,28, 740, 632, 85.4054, 105, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,29, 747, 614, 82.1954, 127, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,30, 774, 648, 83.7209, 110, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,31, 566, 471, 83.2155, 103, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,32, 508, 437, 86.0236, 124, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,33, 498, 442, 88.755, 126, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,34, 540, 498, 92.2222, 103, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,35, 496, 464, 93.5484, 112, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,36, 456, 401, 87.9386, 125, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,37, 343, 287, 83.6735, 103, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,38, 922, 464, 50.3254, 127, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,39, 958, 515, 53.7578, 106, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,40, 746, 538, 72.118, 91, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,41, 580, 458, 78.9655, 126, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,42, 809, 600, 74.1656, 105, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,43, 1032, 688, 66.6667, 91, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,44, 825, 483, 58.5455, 126, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,45, 1637, 678, 41.4172, 90, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,46, 1596, 608, 38.0952, 125, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,47, 889, 627, 70.5287, 124, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,48, 739, 397, 53.7212, 127, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,49, 963, 433, 44.9637, 104, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 268, 117, 43.6567, 194, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 273, 132, 48.3516, 183, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 293, 141, 48.1229, 184, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 298, 160, 53.6913, 183, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 328, 175, 53.3537, 185, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 364, 231, 63.4615, 182, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 356, 240, 67.4157, 184, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 428, 313, 73.1308, 176, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 565, 415, 73.4513, 184, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 540, 400, 74.0741, 184, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 467, 329, 70.4497, 163, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 433, 291, 67.2055, 209, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 281, 206, 73.3096, 181, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 249, 162, 65.0602, 180, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 422, 271, 64.218, 185, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 225, 137, 60.8889, 176, 2
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,16, 333, 197, 59.1592, 200, 2
