Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octave_layers
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,0, 43, 43, 100, 119, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,1, 7, 7, 100, 109, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,2, 27, 25, 92.5926, 126, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,3, 29, 26, 89.6552, 92, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,4, 36, 30, 83.3333, 123, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,5, 88, 86, 97.7273, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,6, 17, 16, 94.1176, 91, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,7, 6, 5, 83.3333, 124, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,8, 2, 2, 100, 124, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,9, 23, 23, 100, 109, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,10, 30, 27, 90, 107, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,11, 83, 82, 98.7952, 126, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,12, 178, 174, 97.7528, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,13, 105, 94, 89.5238, 94, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,14, 83, 77, 92.7711, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,15, 81, 80, 98.7654, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,16, 7, 7, 100, 94, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,17, 5, 5, 100, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,18, 67, 62, 92.5373, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,19, 51, 51, 100, 106, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,20, 92, 91, 98.913, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,21, 35, 35, 100, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,22, 17, 17, 100, 106, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,23, 110, 108, 98.1818, 126, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,24, 66, 65, 98.4848, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,25, 104, 102, 98.0769, 106, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,26, 101, 101, 100, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,27, 48, 45, 93.75, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,28, 132, 132, 100, 106, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,29, 180, 178, 98.8889, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,30, 252, 252, 100, 109, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,31, 233, 233, 100, 106, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,32, 69, 69, 100, 128, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,33, 34, 32, 94.1176, 109, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,34, 107, 107, 100, 107, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,35, 145, 144, 99.3103, 126, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,36, 248, 246, 99.1935, 109, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,37, 284, 179, 63.0282, 108, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,38, 63, 62, 98.4127, 127, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,39, 9, 9, 100, 92, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,40, 264, 261, 98.8636, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,41, 645, 644, 99.845, 127, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,42, 556, 556, 100, 106, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,43, 171, 171, 100, 104, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,44, 124, 122, 98.3871, 126, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,45, 17, 9, 52.9412, 88, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,46, 38, 37, 97.3684, 123, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,47, 32, 30, 93.75, 125, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,48, 33, 33, 100, 104, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,49, 105, 103, 98.0952, 102, 1
