Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octave_layers
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,0, 215, 214, 99.5349, 131, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,1, 570, 565, 99.1228, 111, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,2, 508, 455, 89.5669, 112, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,3, 568, 548, 96.4789, 127, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,4, 180, 170, 94.4444, 108, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,5, 181, 154, 85.0829, 125, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,6, 1396, 1392, 99.7135, 111, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,7, 7733, 7690, 99.4439, 141, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,8, 5702, 5615, 98.4742, 129, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,9, 1457, 1436, 98.5587, 128, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,10, 2820, 2813, 99.7518, 120, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,11, 5493, 5342, 97.251, 120, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,12, 3419, 3341, 97.7186, 133, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,13, 573, 554, 96.6841, 125, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,14, 647, 535, 82.6893, 119, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,15, 588, 537, 91.3265, 112, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,16, 1371, 1285, 93.7272, 117, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,17, 6294, 6262, 99.4916, 138, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,18, 1639, 1416, 86.3941, 125, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,19, 820, 656, 80, 121, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,20, 5877, 5818, 98.9961, 132, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,21, 1293, 1157, 89.4818, 123, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,22, 547, 530, 96.8921, 121, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,23, 263, 248, 94.2966, 123, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,24, 3124, 3004, 96.1588, 127, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,25, 1107, 1101, 99.458, 121, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,26, 131, 113, 86.2595, 121, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,27, 202, 184, 91.0891, 111, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,28, 1261, 1247, 98.8898, 110, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,29, 144, 112, 77.7778, 122, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,30, 517, 475, 91.8762, 123, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,31, 316, 271, 85.7595, 108, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,32, 466, 413, 88.6266, 122, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,33, 1587, 1559, 98.2357, 113, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,34, 255, 145, 56.8627, 120, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,35, 257, 224, 87.1595, 111, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,36, 491, 254, 51.7312, 122, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,37, 344, 244, 70.9302, 108, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,38, 255, 95, 37.2549, 111, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,39, 85, 59, 69.4118, 110, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,40, 447, 392, 87.6957, 120, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,41, 180, 0, 0, 121, 1
