Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octaves
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 323, 142, 43.9628, 293, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 320, 150, 46.875, 274, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 340, 156, 45.8824, 286, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 346, 172, 49.711, 272, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 372, 187, 50.2688, 276, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 423, 252, 59.5745, 275, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 388, 239, 61.5979, 275, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 446, 297, 66.5919, 289, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 639, 432, 67.6056, 277, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 566, 387, 68.3746, 284, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 493, 311, 63.0832, 288, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 485, 307, 63.299, 275, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 299, 209, 69.8997, 283, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 254, 152, 59.8425, 284, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 456, 270, 59.2105, 283, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 233, 125, 53.6481, 272, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,16, 390, 209, 53.5897, 276, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,17, 356, 196, 55.0562, 283, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,18, 46, 9, 19.5652, 281, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,19, 201, 1, 0.497512, 275, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,20, 3189, 83, 2.6027, 300, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,21, 2482, 400, 16.116, 289, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,22, 341, 248, 72.7273, 277, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,23, 1135, 564, 49.6916, 274, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,24, 334, 274, 82.0359, 284, 1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,25, 619, 530, 85.622, 277, 1
