Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octaves
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,0, 1855, 1527, 82.3181, 700, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,1, 9668, 7963, 82.3645, 712, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,2, 13084, 9637, 73.6548, 660, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,3, 12269, 11228, 91.5152, 659, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,4, 3453, 3180, 92.0938, 623, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,5, 1147, 927, 80.8195, 612, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,6, 22367, 18618, 83.2387, 659, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,7, 19104, 16194, 84.7676, 680, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,8, 26185, 21704, 82.8871, 678, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,9, 26221, 21594, 82.3538, 685, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,10, 26370, 19523, 74.0349, 675, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,11, 13951, 5543, 39.7319, 644, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,12, 9158, 5407, 59.0413, 653, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,13, 12548, 7100, 56.5827, 647, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,14, 17607, 13839, 78.5994, 648, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,15, 17681, 13515, 76.438, 653, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,16, 16812, 7506, 44.6467, 653, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,17, 26792, 22294, 83.2114, 670, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,18, 9314, 6411, 68.8319, 637, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,19, 34742, 21889, 63.0044, 691, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,20, 32112, 16077, 50.0654, 679, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,21, 22560, 18467, 81.8573, 654, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,22, 19089, 11495, 60.2179, 656, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,23, 22025, 20140, 91.4415, 647, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,24, 28383, 22410, 78.9557, 674, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,25, 23071, 21756, 94.3002, 663, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,26, 24440, 21117, 86.4034, 651, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,27, 23942, 11440, 47.7821, 665, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,28, 26082, 21865, 83.8318, 670, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,29, 10513, 9844, 93.6365, 634, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,30, 29269, 23823, 81.3933, 678, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,31, 27698, 20313, 73.3374, 664, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,32, 24581, 19377, 78.8292, 662, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,33, 23608, 20850, 88.3175, 667, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,34, 14708, 11315, 76.9309, 639, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,35, 25811, 21115, 81.8062, 681, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,36, 13634, 11122, 81.5755, 655, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,37, 26915, 23289, 86.528, 686, 1
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,38, 11713, 8254, 70.4687, 641, 1
