Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), threshold
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,0, 31304, 8110, 25.9072, 429, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,1, 30609, 10673, 34.8688, 413, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,2, 31204, 13732, 44.0072, 411, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,3, 33861, 14446, 42.6627, 427, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,4, 33247, 16226, 48.8044, 417, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,5, 30671, 15052, 49.0757, 421, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,6, 28883, 15104, 52.2937, 413, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,7, 32790, 18913, 57.6792, 426, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,8, 32987, 17433, 52.8481, 435, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,9, 34790, 15940, 45.8178, 436, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,10, 34688, 17035, 49.1092, 418, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,11, 33851, 16963, 50.1108, 419, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,12, 36261, 15908, 43.8708, 428, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,13, 33389, 15930, 47.7103, 422, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,14, 31559, 20305, 64.3398, 418, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,15, 29868, 13970, 46.7725, 411, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,16, 29856, 14549, 48.7306, 427, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,17, 27063, 13799, 50.9884, 428, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,18, 26880, 12686, 47.1949, 415, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,19, 31621, 13578, 42.9398, 425, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,20, 34910, 14708, 42.1312, 431, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,21, 32653, 15370, 47.0707, 424, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,22, 32344, 16866, 52.1457, 408, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,23, 32927, 17044, 51.763, 429, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,24, 34749, 17263, 49.6791, 424, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,25, 34563, 17667, 51.1154, 429, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,26, 36174, 20148, 55.6975, 414, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,27, 36138, 17866, 49.4383, 417, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,28, 31948, 16262, 50.9015, 396, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,29, 31895, 16342, 51.2369, 436, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,30, 31944, 15031, 47.0542, 417, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,31, 30914, 15021, 48.5896, 418, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,32, 34090, 13787, 40.4429, 430, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,33, 36140, 15106, 41.7986, 442, 0.000000
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,34, 33781, 15135, 44.8033, 430, 0.000000
