Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), threshold
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,0, 131545, 54959, 41.7796, 1149, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,1, 125345, 50119, 39.9848, 1107, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,2, 130991, 42305, 32.2961, 1077, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,3, 138410, 43046, 31.1004, 1140, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,4, 129229, 42980, 33.2588, 1092, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,5, 135706, 31807, 23.4382, 1106, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,6, 137610, 36678, 26.6536, 1101, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,7, 128138, 49239, 38.4265, 1078, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,8, 130170, 47672, 36.6229, 1070, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,9, 136644, 41710, 30.5246, 1103, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,10, 119722, 49014, 40.9398, 1037, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,11, 128219, 45397, 35.4058, 1048, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,12, 141627, 40708, 28.7431, 1083, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,13, 135226, 27897, 20.6299, 1083, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,14, 131910, 53419, 40.4966, 1080, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,15, 138689, 64902, 46.7968, 1071, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,16, 122736, 54458, 44.37, 1041, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,17, 118640, 40819, 34.4058, 1029, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,18, 138606, 55994, 40.398, 1062, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,19, 121220, 37376, 30.8332, 1047, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,20, 130531, 38274, 29.3218, 1057, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,21, 139135, 63941, 45.9561, 1085, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,22, 133210, 56653, 42.5291, 1064, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,23, 132876, 40476, 30.4615, 1093, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,24, 131831, 66666, 50.5693, 1063, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,25, 130436, 59291, 45.456, 1064, 0.000000
../Data/Ground_Beams_Images/Ground_Beams_Images_Video.avi,26, 132228, 51628, 39.0447, 1081, 0.000000
