Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octaves
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,0, 26, 26, 100, 317, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,1, 5, 5, 100, 274, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,2, 9, 9, 100, 299, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,3, 9, 8, 88.8889, 279, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,4, 10, 8, 80, 274, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,5, 65, 65, 100, 272, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,6, 11, 11, 100, 272, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,7, 2, 2, 100, 270, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,8, 1, 1, 100, 292, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,9, 6, 6, 100, 292, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,10, 14, 14, 100, 290, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,11, 51, 51, 100, 284, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,12, 123, 120, 97.561, 287, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,13, 34, 30, 88.2353, 290, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,14, 26, 24, 92.3077, 296, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,15, 24, 24, 100, 289, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,16, 0, 0, -1, 284, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,17, 0, 0, -1, 282, 1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,18, 9, 9, 100, 291, 1
