Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,0, 769, 767, 99.7399, 332, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,1, 1921, 1906, 99.2192, 339, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,2, 1630, 1488, 91.2883, 350, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,3, 1695, 1646, 97.1091, 343, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,4, 681, 655, 96.1821, 342, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,5, 649, 565, 87.057, 344, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,6, 3558, 3544, 99.6065, 353, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,7, 13351, 13256, 99.2884, 367, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,8, 10160, 9997, 98.3957, 363, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,9, 3321, 3273, 98.5547, 341, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,10, 5440, 5422, 99.6691, 350, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,11, 10920, 10597, 97.0421, 359, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,12, 7469, 7305, 97.8043, 365, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,13, 1594, 1560, 97.867, 333, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,14, 1721, 1424, 82.7426, 336, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,15, 1641, 1502, 91.5296, 336, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,16, 3280, 3030, 92.378, 340, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,17, 12431, 12342, 99.284, 360, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,18, 4090, 3521, 86.088, 346, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,19, 2278, 1827, 80.2019, 340, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,20, 11745, 11594, 98.7143, 360, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,21, 3346, 3019, 90.2271, 341, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,22, 1830, 1771, 96.776, 345, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,23, 1040, 983, 94.5192, 338, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,24, 7403, 7063, 95.4073, 365, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,25, 3424, 3392, 99.0654, 356, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,26, 503, 431, 85.6859, 330, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,27, 825, 732, 88.7273, 342, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,28, 3663, 3615, 98.6896, 348, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,29, 474, 364, 76.7932, 337, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,30, 1591, 1469, 92.3319, 330, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,31, 1034, 901, 87.1373, 321, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,32, 1435, 1272, 88.6411, 330, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,33, 4426, 4345, 98.1699, 340, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,34, 882, 480, 54.4218, 327, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,35, 977, 881, 90.174, 338, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,36, 1473, 790, 53.632, 331, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,37, 1252, 919, 73.4026, 331, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,38, 714, 310, 43.4174, 336, DIFF_PM_G1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,39, 310, 228, 73.5484, 334, DIFF_PM_G1
