Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octaves
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,0, 3, 0, 0, 282, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,1, 9, 5, 55.5556, 282, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,2, 90, 90, 100, 281, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,3, 83, 78, 93.9759, 277, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,4, 268, 268, 100, 279, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,5, 216, 215, 99.537, 283, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,6, 251, 251, 100, 291, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,7, 436, 410, 94.0367, 274, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,8, 770, 718, 93.2468, 285, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,9, 248, 182, 73.3871, 284, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,10, 411, 377, 91.7275, 273, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,11, 503, 474, 94.2346, 284, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,12, 332, 253, 76.2048, 284, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,13, 143, 85, 59.4406, 286, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,14, 141, 107, 75.8865, 283, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,15, 37, 36, 97.2973, 291, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,16, 38, 38, 100, 284, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,17, 18, 16, 88.8889, 291, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,18, 13, 7, 53.8462, 284, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,19, 143, 111, 77.6224, 289, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,20, 179, 170, 94.9721, 284, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,21, 496, 480, 96.7742, 279, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,22, 760, 760, 100, 296, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,23, 2139, 2109, 98.5975, 280, 1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,24, 1033, 971, 93.9981, 291, 1
