Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), threshold
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,0, 35427, 368, 1.03876, 432, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,1, 35970, 357, 0.992494, 440, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,2, 36746, 362, 0.985141, 415, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,3, 37550, 353, 0.94008, 437, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,4, 36967, 457, 1.23624, 434, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,5, 36729, 530, 1.443, 435, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,6, 32297, 1241, 3.84246, 419, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,7, 34293, 1802, 5.25472, 429, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,8, 35453, 1748, 4.93047, 427, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,9, 32174, 1890, 5.87431, 417, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,10, 29505, 4104, 13.9095, 416, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,11, 29584, 5054, 17.0836, 403, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,12, 28801, 4552, 15.805, 405, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,13, 28444, 3974, 13.9713, 414, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,14, 26442, 4379, 16.5608, 402, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,15, 26145, 4560, 17.4412, 414, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,16, 24620, 4017, 16.316, 390, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,17, 24137, 3673, 15.2173, 399, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,18, 24493, 4039, 16.4904, 402, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,19, 23588, 3868, 16.3982, 400, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,20, 21483, 3718, 17.3067, 405, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,21, 24343, 7027, 28.8666, 397, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,22, 23157, 7255, 31.3296, 397, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,23, 20324, 10069, 49.5424, 405, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,24, 22362, 10485, 46.8876, 406, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,25, 23182, 11240, 48.4859, 410, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,26, 23495, 9248, 39.3616, 389, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,27, 22901, 8317, 36.3172, 403, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,28, 22887, 7862, 34.3514, 399, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,29, 21961, 4519, 20.5774, 399, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,30, 22760, 2750, 12.0826, 397, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,31, 22583, 1696, 7.51007, 410, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,32, 24450, 1167, 4.77301, 417, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,33, 32604, 3671, 11.2594, 428, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,34, 32722, 3289, 10.0513, 426, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,35, 32887, 3408, 10.3628, 426, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,36, 30946, 2607, 8.42435, 413, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,37, 31592, 2190, 6.93213, 417, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,38, 31350, 2029, 6.47209, 409, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,39, 30492, 2419, 7.93323, 414, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,40, 30155, 4494, 14.903, 402, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,41, 31321, 7900, 25.2227, 410, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,42, 31667, 11431, 36.0975, 422, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,43, 32008, 14847, 46.3853, 424, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,44, 32024, 15782, 49.2818, 416, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,45, 32024, 16360, 51.0867, 421, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,46, 31716, 15602, 49.1928, 412, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,47, 31406, 12428, 39.5721, 416, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,48, 31438, 9299, 29.5789, 406, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,49, 30820, 5949, 19.3024, 414, 0.000000
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,0, 30058, 267, 0.888283, 412, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,1, 30648, 260, 0.848342, 406, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,2, 31343, 261, 0.832722, 410, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,3, 32288, 265, 0.820738, 414, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,4, 31424, 347, 1.10425, 409, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,5, 30634, 390, 1.2731, 415, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,6, 24810, 866, 3.49053, 406, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,7, 27033, 1190, 4.40203, 411, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,8, 28320, 1181, 4.1702, 396, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,9, 23901, 1188, 4.9705, 388, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,10, 19042, 2406, 12.6352, 390, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,11, 20168, 3022, 14.9841, 378, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,12, 19219, 2718, 14.1423, 398, 0.000001
../Data/Water_Tank_2_Images/Water_Tank_2_Images_Video.avi,13, 18533, 2284, 12.324, 378, 0.000001
