Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octave_layers
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,0, 3, 2, 66.6667, 126, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,1, 14, 14, 100, 111, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,2, 61, 61, 100, 128, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,3, 64, 64, 100, 124, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,4, 179, 179, 100, 114, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,5, 138, 137, 99.2754, 127, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,6, 286, 286, 100, 114, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,7, 433, 411, 94.9192, 125, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,8, 562, 522, 92.8826, 129, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,9, 172, 123, 71.5116, 108, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,10, 311, 291, 93.5691, 124, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,11, 268, 244, 91.0448, 127, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,12, 263, 232, 88.2129, 128, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,13, 93, 50, 53.7634, 111, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,14, 74, 49, 66.2162, 125, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,15, 16, 16, 100, 109, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,16, 15, 14, 93.3333, 127, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,17, 11, 10, 90.9091, 111, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,18, 6, 5, 83.3333, 130, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,19, 55, 33, 60, 112, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,20, 56, 48, 85.7143, 125, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,21, 145, 141, 97.2414, 128, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,22, 376, 376, 100, 109, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,23, 1441, 1412, 97.9875, 127, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,24, 844, 789, 93.4834, 129, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,25, 539, 524, 97.2171, 105, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,26, 987, 968, 98.075, 126, 1
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,27, 762, 652, 85.5643, 129, 1
