Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,0, 2, 0, 0, 330, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,1, 10, 5, 50, 332, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,2, 211, 209, 99.0521, 337, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,3, 205, 198, 96.5854, 330, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,4, 590, 587, 99.4915, 337, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,5, 477, 476, 99.7904, 345, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,6, 526, 523, 99.4297, 342, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,7, 903, 828, 91.6944, 331, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,8, 1489, 1375, 92.3439, 344, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,9, 588, 429, 72.9592, 337, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,10, 868, 756, 87.0968, 334, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,11, 1143, 1031, 90.2012, 342, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,12, 923, 665, 72.0477, 335, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,13, 395, 231, 58.481, 335, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,14, 389, 276, 70.9512, 346, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,15, 112, 110, 98.2143, 333, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,16, 95, 95, 100, 339, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,17, 42, 40, 95.2381, 331, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,18, 19, 13, 68.4211, 335, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,19, 272, 232, 85.2941, 338, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,20, 386, 375, 97.1503, 337, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,21, 954, 923, 96.7505, 341, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,22, 1376, 1375, 99.9273, 336, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,23, 3327, 3228, 97.0243, 347, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,24, 2045, 1876, 91.7359, 338, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,25, 1837, 1779, 96.8427, 343, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,26, 3353, 3278, 97.7632, 346, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,27, 2079, 1914, 92.0635, 339, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,28, 997, 973, 97.5928, 343, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,29, 2043, 2022, 98.9721, 337, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,30, 1279, 1251, 97.8108, 342, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,31, 1360, 1360, 100, 344, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,32, 464, 402, 86.6379, 341, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,33, 439, 406, 92.4829, 342, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,34, 851, 838, 98.4724, 337, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,35, 463, 429, 92.6566, 340, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,36, 874, 812, 92.9062, 342, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,37, 827, 767, 92.7449, 346, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,38, 812, 806, 99.2611, 341, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,39, 302, 292, 96.6887, 333, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,40, 143, 108, 75.5245, 330, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,41, 77, 54, 70.1299, 339, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,42, 129, 125, 96.8992, 338, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,43, 115, 60, 52.1739, 338, DIFF_PM_G1
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,44, 2586, 1543, 59.6674, 343, DIFF_PM_G1
