Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,25, 1395, 1346, 96.4875, 348, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,26, 2184, 2129, 97.4817, 357, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,27, 1767, 1511, 85.5122, 355, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,28, 987, 971, 98.3789, 351, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,29, 1822, 1821, 99.9451, 358, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,30, 1078, 1042, 96.6605, 351, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,31, 881, 881, 100, 354, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,32, 347, 316, 91.0663, 356, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,33, 363, 333, 91.7355, 348, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,34, 429, 407, 94.8718, 352, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,35, 270, 244, 90.3704, 349, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,36, 632, 583, 92.2468, 349, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,37, 602, 529, 87.8738, 347, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,38, 522, 509, 97.5096, 355, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,39, 171, 149, 87.1345, 342, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,40, 106, 75, 70.7547, 356, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,41, 60, 39, 65, 359, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,42, 72, 66, 91.6667, 347, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,43, 106, 32, 30.1887, 354, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,44, 2120, 1236, 58.3019, 352, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,45, 1292, 754, 58.3591, 336, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,46, 811, 398, 49.0752, 353, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,47, 560, 359, 64.1071, 354, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,48, 448, 367, 81.9196, 343, DIFF_CHARBONNIER
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,49, 897, 820, 91.4158, 356, DIFF_CHARBONNIER
