Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,0, 28250, 2390, 8.46018, 873, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,1, 31646, 3006, 9.49883, 878, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,2, 29287, 3453, 11.7902, 862, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,3, 26631, 2492, 9.35752, 846, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,4, 27521, 2165, 7.86672, 847, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,5, 43967, 1463, 3.3275, 899, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,6, 32943, 716, 2.17345, 861, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,7, 33982, 8843, 26.0226, 863, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,8, 38294, 4039, 10.5473, 873, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,9, 34211, 4265, 12.4668, 866, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,10, 34833, 5498, 15.7839, 867, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,11, 32671, 4993, 15.2827, 874, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,12, 33528, 9762, 29.116, 853, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,13, 38284, 11495, 30.0256, 899, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,14, 49277, 8141, 16.5209, 884, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,15, 49466, 8877, 17.9457, 912, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,16, 54454, 3587, 6.58721, 907, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,17, 51680, 2535, 4.90519, 912, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,18, 56680, 3397, 5.9933, 927, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,19, 57388, 4499, 7.83962, 935, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,20, 50932, 2883, 5.66049, 929, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,21, 46230, 2754, 5.95717, 911, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,22, 49763, 4054, 8.14661, 927, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,23, 50965, 3672, 7.20494, 923, DIFF_PM_G1
../Data/Crowded_Sea_Floor_Images/Crowded_Sea_Floor_Images_Video.avi,24, 42513, 7472, 17.5758, 911, DIFF_PM_G1
