Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,0, 216, 215, 99.537, 336, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,1, 57, 57, 100, 342, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,2, 117, 105, 89.7436, 342, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,3, 148, 134, 90.5405, 343, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,4, 124, 99, 79.8387, 349, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,5, 394, 381, 96.7005, 345, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,6, 85, 77, 90.5882, 339, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,7, 28, 25, 89.2857, 336, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,8, 21, 21, 100, 340, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,9, 78, 78, 100, 331, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,10, 117, 113, 96.5812, 334, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,11, 317, 316, 99.6845, 347, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,12, 688, 669, 97.2384, 344, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,13, 406, 372, 91.6256, 339, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,14, 308, 279, 90.5844, 341, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,15, 283, 277, 97.8799, 336, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,16, 72, 70, 97.2222, 331, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,17, 43, 42, 97.6744, 334, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,18, 288, 275, 95.4861, 332, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,19, 222, 219, 98.6486, 340, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,20, 360, 356, 98.8889, 349, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,21, 193, 193, 100, 330, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,22, 122, 118, 96.7213, 337, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,23, 419, 415, 99.0453, 341, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,24, 321, 318, 99.0654, 331, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,25, 455, 446, 98.022, 348, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,26, 393, 393, 100, 342, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,27, 252, 243, 96.4286, 333, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,28, 579, 577, 99.6546, 339, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,29, 693, 679, 97.9798, 345, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,30, 920, 920, 100, 343, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,31, 822, 818, 99.5134, 349, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,32, 302, 302, 100, 340, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,33, 162, 158, 97.5309, 339, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,34, 448, 446, 99.5536, 332, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,35, 556, 556, 100, 338, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,36, 885, 879, 99.322, 343, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,37, 1035, 584, 56.4251, 337, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,38, 282, 278, 98.5816, 344, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,39, 23, 23, 100, 343, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,40, 916, 894, 97.5983, 346, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,41, 2084, 2083, 99.952, 355, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,42, 1861, 1861, 100, 341, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,43, 693, 692, 99.8557, 334, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,44, 508, 491, 96.6535, 339, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,45, 73, 39, 53.4247, 327, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,46, 167, 165, 98.8024, 341, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,47, 116, 111, 95.6897, 331, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,48, 123, 122, 99.187, 335, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,49, 416, 413, 99.2788, 333, DIFF_PM_G1
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,0, 189, 188, 99.4709, 323, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,1, 53, 53, 100, 324, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,2, 102, 91, 89.2157, 330, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,3, 131, 118, 90.0763, 322, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,4, 115, 90, 78.2609, 325, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,5, 350, 338, 96.5714, 324, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,6, 71, 67, 94.3662, 321, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,7, 23, 21, 91.3043, 318, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,8, 15, 15, 100, 325, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,9, 74, 74, 100, 317, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,10, 109, 107, 98.1651, 316, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,11, 295, 295, 100, 328, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,12, 650, 632, 97.2308, 330, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,13, 361, 331, 91.6898, 334, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,14, 298, 268, 89.9329, 326, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,15, 266, 260, 97.7444, 323, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,16, 47, 45, 95.7447, 324, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,17, 30, 30, 100, 316, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,18, 235, 219, 93.1915, 324, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,19, 196, 194, 98.9796, 332, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,20, 335, 332, 99.1045, 329, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,21, 150, 148, 98.6667, 326, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,22, 95, 92, 96.8421, 323, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,23, 385, 381, 98.961, 320, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,24, 281, 278, 98.9324, 321, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,25, 361, 353, 97.7839, 329, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,26, 337, 337, 100, 324, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,27, 198, 190, 95.9596, 327, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,28, 481, 480, 99.7921, 327, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,29, 609, 597, 98.0296, 330, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,30, 805, 805, 100, 313, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,31, 743, 741, 99.7308, 330, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,32, 248, 248, 100, 327, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,33, 132, 128, 96.9697, 330, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,34, 392, 390, 99.4898, 329, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,35, 497, 497, 100, 324, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,36, 879, 872, 99.2036, 325, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,37, 968, 556, 57.438, 333, DIFF_PM_G2
../Data/Sole_Pillar_Images/Sole_Pillar_Images_Video.avi,38, 244, 240, 98.3607, 331, DIFF_PM_G2
