Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), number_octaves
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,0, 355, 354, 99.7183, 284, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,1, 839, 829, 98.8081, 290, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,2, 687, 594, 86.4629, 283, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,3, 846, 816, 96.4539, 289, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,4, 318, 299, 94.0252, 271, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,5, 277, 227, 81.9495, 289, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,6, 2272, 2264, 99.6479, 283, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,7, 10491, 10425, 99.3709, 313, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,8, 7897, 7769, 98.3791, 299, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,9, 2229, 2198, 98.6092, 294, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,10, 3904, 3895, 99.7695, 286, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,11, 8212, 7962, 96.9557, 304, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,12, 5187, 5063, 97.6094, 293, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,13, 988, 960, 97.166, 289, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,14, 1123, 909, 80.9439, 286, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,15, 1071, 977, 91.2232, 286, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,16, 2220, 2052, 92.4324, 285, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,17, 9113, 9053, 99.3416, 303, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,18, 2690, 2307, 85.7621, 291, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,19, 1395, 1104, 79.1398, 275, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,20, 8707, 8602, 98.7941, 307, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,21, 2212, 1987, 89.8282, 289, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,22, 858, 827, 96.3869, 283, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,23, 288, 265, 92.0139, 287, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,24, 4915, 4693, 95.4832, 291, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,25, 1530, 1514, 98.9542, 288, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,26, 207, 169, 81.6425, 282, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,27, 334, 304, 91.018, 287, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,28, 2151, 2122, 98.6518, 282, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,29, 300, 228, 76, 297, 1
../Data/Wall_Indents_Top_Images/Wall_Indents_Top_Images_Video.avi,30, 929, 851, 91.6039, 286, 1
