Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), diffusivity
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 552, 229, 41.4855, 335, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 570, 238, 41.7544, 342, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 585, 251, 42.906, 342, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 598, 282, 47.1572, 341, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 625, 304, 48.64, 338, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 725, 427, 58.8966, 338, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 704, 440, 62.5, 339, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 815, 548, 67.2393, 349, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 1041, 719, 69.0682, 348, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 1001, 710, 70.9291, 349, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 914, 598, 65.4267, 349, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 867, 551, 63.5525, 351, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 613, 390, 63.6215, 334, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 560, 319, 56.9643, 340, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 831, 486, 58.4838, 340, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 502, 274, 54.5817, 335, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,16, 656, 348, 53.0488, 341, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,17, 623, 332, 53.2905, 337, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,18, 123, 13, 10.5691, 333, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,19, 357, 1, 0.280112, 336, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,20, 4994, 115, 2.30276, 340, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,21, 3865, 565, 14.6184, 342, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,22, 928, 490, 52.8017, 347, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,23, 1971, 930, 47.1842, 336, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,24, 756, 575, 76.0582, 351, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,25, 1086, 888, 81.768, 346, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,26, 1173, 1048, 89.3436, 340, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,27, 1467, 1145, 78.0504, 347, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,28, 1679, 1341, 79.869, 353, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,29, 1656, 1321, 79.7705, 355, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,30, 1649, 1337, 81.0794, 343, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,31, 1406, 1159, 82.4324, 346, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,32, 1209, 1027, 84.9462, 350, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,33, 1206, 1047, 86.8159, 347, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,34, 1333, 1203, 90.2476, 343, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,35, 1242, 1138, 91.6264, 344, DIFF_PM_G1
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,36, 1287, 1109, 86.1694, 350, DIFF_PM_G1
