Video, Frame ID, matches, match percent, layers, contrast threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Solo_Pillar.mkv, 0, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 1, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 2, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 3, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 4, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 5, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 6, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 7, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 8, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 9, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 10, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 11, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 12, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 13, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 14, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 15, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 16, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 17, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 18, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 19, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 20, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 21, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 22, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 23, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 24, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 25, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 26, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 27, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 28, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 29, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 30, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 31, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 32, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 33, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 34, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 35, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 36, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 37, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 38, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 39, -1, -1, 3, 0.07, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 40, -1, -1, 3, 0.07, 10, 1.6, 0
