Video, Frame ID, matches, match percent, layers, contrast threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Solo_Pillar.mkv, 0, -1, -1, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 1, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 2, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 3, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 4, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 5, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 6, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 7, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 8, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 9, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 10, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 11, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 12, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 13, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 14, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 15, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 16, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 17, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 18, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 19, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 20, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 21, 1, 100, 3, 0.05, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 22, 1, 100, 3, 0.05, 10, 1.6, 0
