Video, Frame ID, matches, match percent, layers, contrast threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Solo_Pillar.mkv, 0, -1, -1, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 1, 170, 68.8259, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 2, 160, 65.8436, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 3, 166, 70.0422, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 4, 155, 66.2393, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 5, 159, 68.2403, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 6, 154, 64.9789, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 7, 147, 65.0442, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 8, 135, 62.5, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 9, 147, 69.6682, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 10, 143, 64.7059, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 11, 148, 72.9064, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 12, 148, 68.2028, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 13, 134, 64.4231, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 14, 140, 74.0741, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 15, 155, 69.1964, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 16, 156, 69.6429, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 17, 145, 66.5138, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 18, 142, 67.2986, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 19, 150, 70.7547, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 20, 143, 66.8224, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 21, 136, 65.3846, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 22, 146, 71.5686, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 23, 144, 66.9767, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 24, 138, 71.5026, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 25, 131, 66.1616, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 26, 131, 70.8108, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 27, 141, 71.5736, 3, 0.01, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 28, 134, 68.0203, 3, 0.01, 10, 1.6, 0
