Video, Frame ID, matches, match percent, layers, contrast threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Solo_Pillar.mkv, 0, -1, -1, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 1, 22, 70.9677, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 2, 22, 81.4815, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 3, 24, 72.7273, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 4, 22, 68.75, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 5, 23, 74.1935, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 6, 24, 66.6667, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 7, 22, 81.4815, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 8, 21, 70, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 9, 20, 68.9655, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 10, 18, 64.2857, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 11, 20, 74.0741, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 12, 20, 60.6061, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 13, 17, 60.7143, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 14, 18, 69.2308, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 15, 20, 76.9231, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 16, 22, 73.3333, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 17, 22, 78.5714, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 18, 21, 75, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 19, 19, 63.3333, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 20, 17, 68, 3, 0.02, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 21, 16, 72.7273, 3, 0.02, 10, 1.6, 0
