Video, Frame ID, matches, match percent, layers, contrast threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Solo_Pillar.mkv, 0, -1, -1, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 1, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 2, 3, 75, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 3, 3, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 4, 3, 75, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 5, 3, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 6, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 7, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 8, 4, 80, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 9, 2, 50, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 10, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 11, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 12, 5, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 13, 3, 60, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 14, 2, 66.6667, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 15, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 16, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 17, 5, 83.3333, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 18, 4, 80, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 19, 4, 80, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 20, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 21, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 22, 4, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 23, 3, 75, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 24, 3, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 25, 2, 66.6667, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 26, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 27, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 28, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 29, 2, 40, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 30, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 31, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 32, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 33, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 34, 2, 40, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 35, 2, 100, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 36, 1, 50, 3, 0.04, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 37, 1, 100, 3, 0.04, 10, 1.6, 0
