Video, Frame ID, matches, match percent, layers, contrast threshold, edge threshold, sigma, precise upscale
../Data/Video_Data/Solo_Pillar.mkv, 0, -1, -1, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 1, 231, 64.5251, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 2, 225, 65.407, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 3, 223, 64.2651, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 4, 234, 66.1017, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 5, 228, 64.0449, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 6, 234, 67.8261, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 7, 222, 65.1026, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 8, 226, 66.4706, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 9, 223, 65.5882, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 10, 235, 67.3352, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 11, 229, 65.4286, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 12, 223, 68.4049, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 13, 208, 61.7211, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 14, 204, 68.2274, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 15, 217, 66.5644, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 16, 219, 67.5926, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 17, 207, 63.8889, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 18, 199, 64.6104, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 19, 202, 64.7436, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 20, 197, 62.5397, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 21, 205, 65.7051, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 22, 200, 61.7284, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 23, 198, 62.069, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 24, 186, 62.6263, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 25, 205, 65.9164, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 26, 191, 65.411, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 27, 202, 66.4474, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 28, 186, 62.2074, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 29, 185, 62.7119, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 30, 187, 64.7059, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 31, 187, 60.5178, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 32, 172, 65.3992, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 33, 158, 58.9552, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 34, 176, 68.4825, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 35, 171, 58.9655, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 36, 158, 60.076, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 37, 164, 66.3968, 3, 0.008, 10, 1.6, 0
../Data/Video_Data/Solo_Pillar.mkv, 38, 167, 64.4788, 3, 0.008, 10, 1.6, 0
