Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,0, 0, 0, -1, 416, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,1, 1, 0, 0, 414, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,2, 7, 6, 85.7143, 408, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,3, 5, 5, 100, 409, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,4, 24, 24, 100, 420, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,5, 27, 24, 88.8889, 419, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,6, 25, 25, 100, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,7, 39, 38, 97.4359, 409, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,8, 76, 73, 96.0526, 401, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,9, 27, 19, 70.3704, 422, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,10, 50, 50, 100, 416, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,11, 75, 74, 98.6667, 411, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,12, 76, 19, 25, 419, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,13, 15, 10, 66.6667, 409, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,14, 7, 5, 71.4286, 414, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,15, 0, 0, -1, 409, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,16, 4, 4, 100, 411, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,17, 3, 1, 33.3333, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,18, 1, 1, 100, 416, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,19, 31, 15, 48.3871, 410, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,20, 36, 36, 100, 411, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,21, 124, 118, 95.1613, 422, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,22, 161, 161, 100, 411, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,23, 537, 535, 99.6276, 411, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,24, 195, 187, 95.8974, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,25, 159, 159, 100, 412, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,26, 478, 473, 98.954, 415, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,27, 235, 207, 88.0851, 412, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,28, 76, 72, 94.7368, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,29, 222, 221, 99.5495, 416, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,30, 147, 141, 95.9184, 409, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,31, 162, 162, 100, 414, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,32, 79, 61, 77.2152, 412, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,33, 98, 89, 90.8163, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,34, 27, 27, 100, 412, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,35, 17, 9, 52.9412, 414, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,36, 63, 54, 85.7143, 418, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,37, 27, 15, 55.5556, 416, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,38, 41, 38, 92.6829, 415, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,39, 12, 9, 75, 410, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,40, 25, 9, 36, 411, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,41, 16, 7, 43.75, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,42, 3, 1, 33.3333, 412, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,43, 14, 2, 14.2857, 414, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,44, 960, 263, 27.3958, 413, Chosen setting
../Data/New_Pillar_Bottom_Images/New_Pillar_Bottom_Images_Video.avi,45, 579, 185, 31.9516, 413, Chosen setting
