Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms), layers, contradt threshold, edge threshold, sigma, precise upscale
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,15, 0, 0, -1, 296, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,16, 0, 0, -1, 296, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,17, 2, 0, 0, 297, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,18, 2, 2, 100, 295, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,19, 32, 6, 18.75, 293, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,20, 12, 7, 58.3333, 297, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,21, 81, 76, 93.8272, 296, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,22, 129, 129, 100, 295, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,23, 708, 705, 99.5763, 302, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,24, 316, 281, 88.9241, 298, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,25, 181, 180, 99.4475, 297, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,26, 381, 380, 99.7375, 310, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,27, 301, 218, 72.4252, 312, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,28, 129, 129, 100, 302, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,29, 266, 266, 100, 303, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,30, 172, 160, 93.0233, 298, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,31, 116, 116, 100, 295, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,32, 69, 62, 89.8551, 297, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,33, 91, 81, 89.011, 299, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,34, 23, 21, 91.3043, 295, 3, 0.03, 43, 1.6, 0
../Data/New_Pillar_Top_Images/New_Pillar_Top_Images_Video.avi,35, 32, 16, 50, 293, 3, 0.03, 43, 1.6, 0
