Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,0, 374, 298, 79.6791, 393, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,1, 359, 281, 78.273, 415, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,2, 408, 316, 77.451, 412, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,3, 398, 309, 77.6382, 412, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,4, 407, 337, 82.801, 413, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,5, 632, 593, 93.8291, 417, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,6, 872, 822, 94.2661, 394, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,7, 953, 901, 94.5435, 417, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,8, 449, 411, 91.5367, 420, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,9, 248, 230, 92.7419, 411, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,10, 607, 536, 88.3031, 414, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,11, 452, 404, 89.3805, 418, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,12, 553, 476, 86.0759, 413, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,13, 105, 74, 70.4762, 416, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,14, 117, 0, 0, 416, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,15, 504, 56, 11.1111, 415, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,16, 633, 194, 30.6477, 422, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,17, 704, 467, 66.3352, 416, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,18, 380, 285, 75, 415, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,19, 575, 541, 94.087, 413, Chosen setting
../Data/Tank_With_Pipe_2_Images/Tank_With_Pipe_2_Images_Video.avi,20, 668, 601, 89.9701, 414, Chosen setting
