Video, Frame ID, Features Found, Features in pillars, percentage match, time taken to find features (ms),setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,0, 395, 305, 77.2152, 392, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,1, 410, 329, 80.2439, 413, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,2, 407, 299, 73.4644, 416, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,3, 452, 376, 83.1858, 412, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,4, 467, 378, 80.9422, 417, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,5, 598, 502, 83.9465, 416, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,6, 461, 391, 84.8156, 415, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,7, 656, 585, 89.1768, 417, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,8, 936, 852, 91.0256, 419, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,9, 818, 764, 93.3985, 413, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,10, 515, 461, 89.5146, 413, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,11, 409, 353, 86.3081, 415, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,12, 217, 203, 93.5484, 416, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,13, 206, 180, 87.3786, 412, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,14, 564, 475, 84.2199, 415, Chosen setting
../Data/Tank_With_Pipe_Images/Tank_With_Pipe_Images_Video.avi,15, 173, 141, 81.5029, 416, Chosen setting
