Video, Frame ID, hole count, invalid_percentage, speckle_percentage, incomplete, time_spent_ms  speckleRange
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,43, 1487, 23.6922, 91.2563, 0, 298, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,44, 1494, 25.6005, 93.9698, 0, 296, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,45, 1468, 23.8957, 91.3398, 0, 296, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,46, 1444, 25.5116, 93.7713, 0, 296, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,47, 1407, 25.8112, 94.3113, 0, 296, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,48, 1427, 25.9765, 92.6865, 0, 296, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,49, 1503, 25.7132, 93.8523, 0, 296, 3
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,0, 1284, 32.951, 79.1147, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,1, 1264, 32.5002, 83.8297, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,2, 1258, 31.6082, 79.3385, 0, 298, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,3, 1230, 31.2502, 82.2544, 0, 298, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,4, 1271, 28.9249, 80.3913, 0, 298, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,5, 1146, 36.1187, 75.448, 1, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,6, 1256, 27.4055, 84.8468, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,7, 1352, 24.9114, 86.6866, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,8, 1357, 24.6004, 89.0518, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,9, 1342, 23.2058, 89.576, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,10, 1410, 21.9599, 89.4674, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,11, 1519, 21.3259, 91.6169, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,12, 1488, 21.6883, 93.2646, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,13, 1514, 21.7384, 94.3837, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,14, 1486, 21.7198, 96.0967, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,15, 1489, 21.52, 90.8583, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,16, 1501, 21.0393, 90.6942, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,17, 1585, 22.2037, 94.9484, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,18, 1537, 21.424, 94.3286, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,19, 1625, 22.7609, 95.4257, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,20, 1652, 22.0822, 90.0667, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,21, 1607, 22.621, 93.7338, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,22, 1525, 21.7522, 96.2204, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,23, 1613, 22.6961, 94.2192, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,24, 1609, 21.9192, 93.4522, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,25, 1585, 21.4115, 93.5718, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,26, 1581, 22.119, 96.91, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,27, 1582, 22.0779, 92.4844, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,28, 1530, 23.3622, 92.9078, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,29, 1558, 23.0322, 93.6013, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,30, 1593, 24.438, 90.7392, 0, 298, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,31, 1468, 23.6918, 92.9302, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,32, 1471, 23.5749, 90.028, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,33, 1540, 22.9224, 93.2823, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,34, 1575, 24.0562, 90.0785, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,35, 1505, 22.07, 90.6575, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,36, 1527, 22.5195, 95.8886, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,37, 1654, 22.2683, 96.3637, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,38, 1551, 23.1493, 93.2822, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,39, 1636, 24.3934, 94.5909, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,40, 1676, 22.4849, 93.8599, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,41, 1523, 22.7661, 92.2773, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,42, 1626, 22.6665, 94.3677, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,43, 1557, 22.3118, 90.4327, 0, 295, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,44, 1580, 24.3842, 94.9777, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,45, 1539, 22.6659, 90.8964, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,46, 1527, 24.1262, 93.1541, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,47, 1509, 24.5218, 93.7157, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,48, 1503, 24.6739, 92.7616, 0, 296, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,49, 1613, 24.4459, 93.895, 0, 297, 4
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,0, 1383, 31.3062, 77.7705, 0, 298, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,1, 1344, 31.0692, 82.6427, 0, 298, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,2, 1338, 30.1026, 78.0559, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,3, 1300, 29.819, 81.1415, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,4, 1331, 27.7528, 79.4985, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,5, 1274, 34.3656, 73.954, 1, 298, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,6, 1323, 26.0811, 83.753, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,7, 1454, 23.3554, 89.5123, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,8, 1439, 23.06, 89.0579, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,9, 1422, 21.7807, 88.776, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,10, 1451, 20.9986, 88.8305, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,11, 1600, 20.0549, 91.0677, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,12, 1581, 20.0678, 92.6747, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,13, 1583, 20.5305, 96.5051, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,14, 1527, 20.7392, 96.3088, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,15, 1569, 20.2795, 94.2252, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,16, 1577, 19.9407, 90.5133, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,17, 1683, 20.8723, 97.2511, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,18, 1608, 20.2891, 97.0544, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,19, 1708, 21.5152, 97.2151, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,20, 1738, 20.8034, 92.1072, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,21, 1707, 21.2342, 93.6205, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,22, 1603, 20.504, 96.0693, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,23, 1694, 21.4699, 94.1975, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,24, 1665, 20.8053, 93.3445, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,25, 1648, 20.3353, 96.2499, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,26, 1646, 21.0671, 96.397, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,27, 1692, 20.4755, 92.6056, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,28, 1622, 22.1545, 92.4591, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,29, 1648, 21.7054, 93.2058, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,30, 1676, 23.1092, 93.1546, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,31, 1525, 22.5593, 92.7557, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,32, 1538, 22.2788, 95.6112, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,33, 1611, 21.8724, 93.2458, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,34, 1638, 22.7247, 89.5663, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,35, 1605, 20.8935, 90.4568, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,36, 1647, 20.8557, 96.3705, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,37, 1733, 20.9631, 95.869, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,38, 1622, 22.0901, 92.8319, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,39, 1757, 22.5764, 96.3209, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,40, 1749, 21.1207, 93.5554, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,41, 1603, 21.4548, 91.8769, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,42, 1704, 21.5279, 94.3581, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,43, 1657, 21.036, 94.4178, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,44, 1646, 23.1348, 96.5639, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,45, 1632, 21.2614, 95.5828, 0, 296, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,46, 1607, 22.7383, 92.933, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,47, 1636, 22.8243, 93.244, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,48, 1596, 23.5204, 95.2365, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,49, 1673, 23.4918, 93.6399, 0, 297, 5
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,0, 1453, 29.921, 76.9154, 0, 302, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,1, 1428, 29.3365, 81.355, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,2, 1429, 28.6951, 77.2117, 0, 298, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,3, 1392, 28.5108, 83.7495, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,4, 1412, 26.3767, 78.4169, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,5, 1366, 32.6271, 72.4548, 1, 298, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,6, 1407, 24.4266, 83.7802, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,7, 1553, 22.0958, 90.1431, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,8, 1543, 21.7082, 93.2187, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,9, 1505, 20.5593, 88.1268, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,10, 1547, 19.6424, 88.1245, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,11, 1672, 18.9139, 90.4752, 0, 295, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,12, 1660, 18.982, 94.7328, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,13, 1660, 19.4398, 96.1738, 0, 295, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,14, 1599, 19.7422, 96.4543, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,15, 1643, 19.0551, 93.8349, 0, 295, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,16, 1638, 19.0207, 94.3036, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,17, 1755, 19.8162, 97.006, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,18, 1679, 19.0879, 96.7158, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,19, 1808, 20.1849, 97.0272, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,20, 1822, 19.7313, 95.511, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,21, 1778, 20.0755, 93.5258, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,22, 1691, 19.349, 95.8848, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,23, 1766, 20.2493, 93.9948, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,24, 1713, 19.7, 93.0798, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,25, 1715, 19.2336, 96.0123, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,26, 1715, 20.0263, 96.6878, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,27, 1751, 19.5494, 92.6111, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,28, 1683, 21.0789, 92.382, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,29, 1729, 20.4904, 92.6433, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,30, 1760, 21.6759, 92.6564, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,31, 1603, 21.4557, 95.6749, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,32, 1618, 21.0128, 95.327, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,33, 1678, 20.7265, 93.0252, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,34, 1700, 21.5111, 91.8273, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,35, 1688, 19.6779, 89.9587, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,36, 1734, 19.4803, 96.2962, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,37, 1794, 20.2171, 95.8674, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,38, 1722, 20.5696, 94.3791, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,39, 1863, 21.3546, 96.3345, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,40, 1856, 19.7464, 95.485, 0, 295, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,41, 1668, 20.2024, 93.2313, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,42, 1807, 20.0335, 96.4982, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,43, 1735, 19.6313, 93.8899, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,44, 1749, 21.5014, 96.1366, 0, 295, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,45, 1750, 20.0479, 95.9219, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,46, 1695, 21.2119, 93.1512, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,47, 1751, 21.2272, 95.5503, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,48, 1668, 22.244, 94.7382, 0, 297, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,49, 1773, 22.0599, 93.1443, 0, 296, 6
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,0, 1532, 28.7793, 82.5973, 0, 302, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,1, 1516, 27.4234, 87.5358, 0, 298, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,2, 1499, 27.2367, 83.5775, 0, 297, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,3, 1485, 27.0947, 82.4221, 0, 298, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,4, 1478, 24.9153, 77.2304, 0, 297, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,5, 1484, 31.139, 71.4195, 1, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,6, 1488, 23.1506, 83.4281, 0, 297, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,7, 1611, 21.0134, 90.5559, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,8, 1606, 20.5683, 92.7172, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,9, 1577, 19.6418, 89.1323, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,10, 1623, 18.1907, 88.4582, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,11, 1762, 17.6543, 91.0509, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,12, 1723, 17.9775, 95.4334, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,13, 1750, 18.2351, 96.6955, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,14, 1706, 18.5338, 96.7432, 0, 295, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,15, 1737, 17.6374, 93.8063, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,16, 1680, 18.1615, 94.1963, 0, 295, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,17, 1810, 18.8664, 96.9265, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,18, 1755, 17.983, 96.6696, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,19, 1902, 18.8778, 97.1531, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,20, 1875, 18.8297, 96.3669, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,21, 1852, 19.0222, 93.3031, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,22, 1758, 18.3828, 96.2934, 0, 295, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,23, 1849, 19.0883, 93.4999, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,24, 1817, 18.4585, 92.8974, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,25, 1773, 18.2138, 95.803, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,26, 1813, 18.6165, 96.5462, 0, 297, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,27, 1822, 18.4767, 95.4921, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,28, 1740, 20.2276, 92.3482, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,29, 1820, 19.3538, 92.2527, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,30, 1847, 20.3394, 92.0847, 0, 297, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,31, 1678, 20.3265, 96.4854, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,32, 1692, 19.8871, 95.2565, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,33, 1746, 19.6157, 92.6371, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,34, 1771, 20.1994, 91.1716, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,35, 1764, 18.6292, 92.6377, 0, 296, 7
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,36, 1816, 18.3336, 96.1785, 0, 295, 7
