Video, Frame ID, hole count, invalid_percentage, speckle_percentage, incomplete, time_spent_ms,  number_of_disparities
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,17, 2236, 10.2403, 90.3249, 0, 229, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,18, 2153, 9.60565, 91.8625, 0, 228, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,19, 2313, 10.1549, 90.9585, 0, 230, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,20, 2285, 10.0337, 89.6857, 0, 228, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,21, 2269, 9.83281, 86.7762, 0, 225, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,22, 2192, 9.74505, 89.6804, 0, 228, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,23, 2390, 9.62491, 86.0075, 0, 227, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,24, 2246, 9.50061, 87.9191, 0, 225, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,25, 2223, 9.35946, 89.7238, 0, 254, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,26, 2287, 9.4947, 90.8825, 0, 232, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,27, 2255, 9.47457, 88.3518, 0, 229, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,28, 2263, 10.1731, 89.4405, 0, 229, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,29, 2371, 9.86957, 90.1583, 0, 257, 64
/home/benjamin/Master_Thesis_Workspace/Data/Video_Data/Short_Objects_bottom.mkv,30, 2390, 9.94529, 83.9195, 0, 263, 64
